"","country","year","GB.TDS.FRGN.CN","iso2c","DT.TDS.DECT.EX.ZS","DT.TDS.DECT.GD.ZS","DT.TDS.DECT.GN.ZS","iso3c","region","capital","longitude","latitude","income","lending"
"27","Albania",2013,NA,"AL",NA,NA,NA,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"28","Albania",2014,NA,"AL",NA,NA,NA,"ALB","Europe & Central Asia (all income levels)","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"29","Algeria",2005,NA,"DZ",11.9102331503149,5.84726462637401,6.07133606233905,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"30","Algeria",2006,NA,"DZ",22.4793657172509,11.4550839246549,11.9221962884645,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"31","Algeria",2007,NA,"DZ",2.03555704298676,1.00503995398649,1.026964810993,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"32","Algeria",2008,NA,"DZ",1.43514997936064,0.730242314479761,0.737268599693582,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"33","Algeria",2009,NA,"DZ",1.99447226684296,0.761231813942595,0.777085082990735,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"34","Algeria",2010,NA,"DZ",1.03627572678651,0.414676699569674,0.420503973964464,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"35","Algeria",2011,NA,"DZ",0.789716254483324,0.335851340021315,0.324426323163174,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"36","Algeria",2012,NA,"DZ",1.08845616287268,NA,0.431477619401714,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"37","Algeria",2013,NA,"DZ",NA,NA,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"38","Algeria",2014,NA,"DZ",NA,NA,NA,"DZA","Middle East & North Africa (all income levels)","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"39","American Samoa",2005,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"40","American Samoa",2006,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"41","American Samoa",2007,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"42","American Samoa",2008,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"43","American Samoa",2009,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"44","American Samoa",2010,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"45","American Samoa",2011,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"46","American Samoa",2012,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"47","American Samoa",2013,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"48","American Samoa",2014,NA,"AS",NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"49","Andorra",2005,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"50","Andorra",2006,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"51","Andorra",2007,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"52","Andorra",2008,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"53","Andorra",2009,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"54","Andorra",2010,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"55","Andorra",2011,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"56","Andorra",2012,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"57","Andorra",2013,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"58","Andorra",2014,NA,"AD",NA,NA,NA,"AND","Europe & Central Asia (all income levels)","Andorra la Vella","1.5218","42.5075","High income: nonOECD","Not classified"
"59","Angola",2005,NA,"AO",10.7534071136788,8.53825997900816,10.8019148981321,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"60","Angola",2006,NA,"AO",13.2227480518254,10.1143045785514,12.4355424857826,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"61","Angola",2007,NA,"AO",9.90550010077986,7.26595760713687,8.49597272675091,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"62","Angola",2008,NA,"AO",2.52240096562521,2.04862301610231,2.31495247680442,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"63","Angola",2009,NA,"AO",8.54840540400047,5.45515749260565,5.17646200380792,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"64","Angola",2010,NA,"AO",4.50396926920856,2.87348747733209,3.12352927378692,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"65","Angola",2011,NA,"AO",4.22375167805211,2.75417000475537,3.05322448730334,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"66","Angola",2012,NA,"AO",5.88178846894645,NA,4.1288367475219,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"67","Angola",2013,NA,"AO",NA,NA,NA,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"68","Angola",2014,NA,"AO",NA,NA,NA,"AGO","Sub-Saharan Africa (all income levels)","Luanda","13.242","-8.81155","Lower middle income","IDA"
"69","Antigua and Barbuda",2005,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"70","Antigua and Barbuda",2006,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"71","Antigua and Barbuda",2007,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"72","Antigua and Barbuda",2008,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"73","Antigua and Barbuda",2009,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"74","Antigua and Barbuda",2010,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"75","Antigua and Barbuda",2011,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"76","Antigua and Barbuda",2012,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"77","Antigua and Barbuda",2013,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"78","Antigua and Barbuda",2014,NA,"AG",NA,NA,NA,"ATG","Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD"
"79","Arab World",2005,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"80","Arab World",2006,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"81","Arab World",2007,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"82","Arab World",2008,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"83","Arab World",2009,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"84","Arab World",2010,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"85","Arab World",2011,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"86","Arab World",2012,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"87","Arab World",2013,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"88","Arab World",2014,NA,"1A",NA,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"89","Argentina",2005,NA,"AR",19.6146884561017,NA,4.63477909326056,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"90","Argentina",2006,NA,"AR",36.3928387678119,NA,8.43712010470708,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"91","Argentina",2007,NA,"AR",11.9742110223811,NA,2.68610976507549,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"92","Argentina",2008,NA,"AR",8.95354436880151,NA,1.96674435703593,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"93","Argentina",2009,NA,"AR",21.0049058459093,NA,3.9836324346464,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"94","Argentina",2010,NA,"AR",16.9915374152628,NA,3.16789977997813,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"95","Argentina",2011,NA,"AR",15.102554002896,NA,2.83770043343006,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"96","Argentina",2012,NA,"AR",13.209197469648,NA,2.18684806045097,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"97","Argentina",2013,NA,"AR",NA,NA,NA,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"98","Argentina",2014,NA,"AR",NA,NA,NA,"ARG","Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"99","Armenia",2005,NA,"AM",7.5977201581805,NA,2.826748496884,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"100","Armenia",2006,NA,"AM",7.26644121508431,NA,2.34917990444988,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"101","Armenia",2007,NA,"AM",7.48399627210349,NA,2.04093033220779,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"102","Armenia",2008,NA,"AM",13.3202666674921,NA,3.01974845879174,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"103","Armenia",2009,NA,"AM",20.6336901235868,NA,4.80538562321032,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"104","Armenia",2010,NA,"AM",33.4287618120363,NA,10.0868907105571,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"105","Armenia",2011,NA,"AM",25.4403862525151,NA,8.65046478026179,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"106","Armenia",2012,NA,"AM",30.9230659491636,NA,10.9490846948683,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"107","Armenia",2013,NA,"AM",NA,NA,NA,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"108","Armenia",2014,NA,"AM",NA,NA,NA,"ARM","Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend"
"109","Aruba",2005,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"110","Aruba",2006,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"111","Aruba",2007,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"112","Aruba",2008,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"113","Aruba",2009,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"114","Aruba",2010,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"115","Aruba",2011,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"116","Aruba",2012,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"117","Aruba",2013,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"118","Aruba",2014,NA,"AW",NA,NA,NA,"ABW","Latin America & Caribbean (all income levels)","Oranjestad","-70.0167","12.5167","High income: nonOECD","Not classified"
"119","Australia",2005,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"120","Australia",2006,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"121","Australia",2007,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"122","Australia",2008,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"123","Australia",2009,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"124","Australia",2010,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"125","Australia",2011,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"126","Australia",2012,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"127","Australia",2013,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"128","Australia",2014,NA,"AU",NA,NA,NA,"AUS","East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified"
"129","Austria",2005,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"130","Austria",2006,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"131","Austria",2007,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"132","Austria",2008,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"133","Austria",2009,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"134","Austria",2010,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"135","Austria",2011,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"136","Austria",2012,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"137","Austria",2013,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"138","Austria",2014,NA,"AT",NA,NA,NA,"AUT","Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified"
"139","Azerbaijan",2005,NA,"AZ",2.66739205050129,NA,1.91824419040354,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"140","Azerbaijan",2006,NA,"AZ",1.86296040135503,NA,1.42451312042576,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"141","Azerbaijan",2007,NA,"AZ",0.845241264699175,NA,0.685450521698434,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"142","Azerbaijan",2008,NA,"AZ",0.903438320474992,NA,0.673319237866899,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"143","Azerbaijan",2009,NA,"AZ",1.44135152407108,NA,0.824059774124899,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"144","Azerbaijan",2010,NA,"AZ",1.43831417338261,NA,0.841132645328075,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"145","Azerbaijan",2011,NA,"AZ",4.8316314769426,NA,3.0098950673645,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"146","Azerbaijan",2012,NA,"AZ",5.07154653460992,NA,3.03722240446975,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"147","Azerbaijan",2013,NA,"AZ",NA,NA,NA,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"148","Azerbaijan",2014,NA,"AZ",NA,NA,NA,"AZE","Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD"
"149","Bahamas, The",2005,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"150","Bahamas, The",2006,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"151","Bahamas, The",2007,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"152","Bahamas, The",2008,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"153","Bahamas, The",2009,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"154","Bahamas, The",2010,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"155","Bahamas, The",2011,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"156","Bahamas, The",2012,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"157","Bahamas, The",2013,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"158","Bahamas, The",2014,NA,"BS",NA,NA,NA,"BHS","Latin America & Caribbean (all income levels)","Nassau","-77.339","25.0661","High income: nonOECD","Not classified"
"159","Bahrain",2005,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"160","Bahrain",2006,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"161","Bahrain",2007,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"162","Bahrain",2008,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"163","Bahrain",2009,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"164","Bahrain",2010,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"165","Bahrain",2011,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"166","Bahrain",2012,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"167","Bahrain",2013,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"168","Bahrain",2014,NA,"BH",NA,NA,NA,"BHR","Middle East & North Africa (all income levels)","Manama","50.5354","26.1921","High income: nonOECD","Not classified"
"169","Bangladesh",2005,NA,"BD",7.60645326848612,NA,1.26504206500956,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
"170","Bangladesh",2006,NA,"BD",5.52360865220331,NA,1.08223427795566,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
"171","Bangladesh",2007,NA,"BD",7.01548233983996,NA,1.35021458565116,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
"172","Bangladesh",2008,NA,"BD",5.03496629151125,NA,1.02631553541758,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
"173","Bangladesh",2009,NA,"BD",5.59242173650942,NA,0.980017331335012,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
"174","Bangladesh",2010,NA,"BD",4.71776477657021,NA,0.936003395414346,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
"175","Bangladesh",2011,NA,"BD",5.49886823481914,NA,1.22257954626081,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
"176","Bangladesh",2012,NA,"BD",5.41735118665979,NA,1.18132684179578,"BGD","South Asia","Dhaka","90.4113","23.7055","Low income","IDA"
